ride_id,seat_number,travel_date,travel_time,travel_from,car_type,max_capacity,number_of_tickets
6749,21A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6666,3B,06-12-17,7:12,Migori,Bus,49,26.0
6666,14A,06-12-17,7:12,Migori,Bus,49,26.0
6747,17A,06-12-17,7:15,Migori,Bus,49,33.0
6747,19A,06-12-17,7:15,Migori,Bus,49,33.0
6673,16B,06-12-17,7:14,Rongo,Bus,49,9.0
6749,20A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6749,19A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6749,6A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6747,16A,06-12-17,7:15,Migori,Bus,49,33.0
6747,15A,06-12-17,7:15,Migori,Bus,49,33.0
6667,8A,06-12-17,7:09,Homa Bay,Bus,49,15.0
6667,6A,06-12-17,7:09,Homa Bay,Bus,49,15.0
6666,5A,06-12-17,7:12,Migori,Bus,49,26.0
6749,14A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6749,13A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6681,7B,06-12-17,7:05,Rongo,Bus,49,10.0
6681,16B,06-12-17,7:05,Rongo,Bus,49,10.0
6681,22A,06-12-17,7:05,Rongo,Bus,49,10.0
6681,21A,06-12-17,7:05,Rongo,Bus,49,10.0
6749,15A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6689,1B,06-12-17,7:04,Rongo,Bus,49,6.0
6747,3A,06-12-17,7:15,Migori,Bus,49,33.0
6747,4A,06-12-17,7:15,Migori,Bus,49,33.0
6749,8A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6749,7A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6667,6B,06-12-17,7:09,Homa Bay,Bus,49,15.0
6747,13A,06-12-17,7:15,Migori,Bus,49,33.0
6749,12A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6749,11A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6667,5A,06-12-17,7:09,Homa Bay,Bus,49,15.0
6749,12B,06-12-17,7:04,Homa Bay,Bus,49,26.0
6749,11B,06-12-17,7:04,Homa Bay,Bus,49,26.0
6666,4A,06-12-17,7:12,Migori,Bus,49,26.0
6747,5A,06-12-17,7:15,Migori,Bus,49,33.0
6747,7A,06-12-17,7:15,Migori,Bus,49,33.0
6747,11A,06-12-17,7:15,Migori,Bus,49,33.0
6749,5A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6667,12A,06-12-17,7:09,Homa Bay,Bus,49,15.0
6667,11A,06-12-17,7:09,Homa Bay,Bus,49,15.0
6749,9A,06-12-17,7:04,Homa Bay,Bus,49,26.0
6681,8A,06-12-17,7:05,Rongo,Bus,49,10.0
6754,3,09-03-18,10:54,Kisii,shuttle,11,7.0
6754,7,09-03-18,10:54,Kisii,shuttle,11,7.0
6754,4,09-03-18,10:54,Kisii,shuttle,11,7.0
6754,2,09-03-18,10:54,Kisii,shuttle,11,7.0
6746,3B,09-03-18,7:04,Kisii,Bus,49,3.0
6760,1X,09-03-18,10:53,Kisii,shuttle,11,8.0
6754,6,09-03-18,10:54,Kisii,shuttle,11,7.0
6746,13B,09-03-18,7:04,Kisii,Bus,49,3.0
6760,10,09-03-18,10:53,Kisii,shuttle,11,8.0
6760,1,09-03-18,10:53,Kisii,shuttle,11,8.0
6760,7,09-03-18,10:53,Kisii,shuttle,11,8.0
6760,5,09-03-18,10:53,Kisii,shuttle,11,8.0
6762,1X,09-03-18,10:52,Kisii,shuttle,11,8.0
6762,1,09-03-18,10:52,Kisii,shuttle,11,8.0
6760,4,09-03-18,10:53,Kisii,shuttle,11,8.0
6760,2,09-03-18,10:53,Kisii,shuttle,11,8.0
6762,10,09-03-18,10:52,Kisii,shuttle,11,8.0
6762,9,09-03-18,10:52,Kisii,shuttle,11,8.0
6762,3,09-03-18,10:52,Kisii,shuttle,11,8.0
6762,2,09-03-18,10:52,Kisii,shuttle,11,8.0
6753,1A,06-12-17,7:06,Kijauri,Bus,49,6.0
6762,8,09-03-18,10:52,Kisii,shuttle,11,8.0
6714,5,06-12-17,7:50,Kijauri,shuttle,11,2.0
6697,10,06-12-17,7:30,Kijauri,shuttle,11,3.0
6697,9,06-12-17,7:30,Kijauri,shuttle,11,3.0
6764,7,06-12-17,6:10,Kijauri,shuttle,11,1.0
6765,4,06-12-17,5:00,Kijauri,shuttle,11,1.0
6666,13A,06-12-17,7:12,Migori,Bus,49,26.0
6766,3,09-03-18,10:51,Kisii,shuttle,11,10.0
6766,1X,09-03-18,10:51,Kisii,shuttle,11,10.0
6766,8,09-03-18,10:51,Kisii,shuttle,11,10.0
6766,6,09-03-18,10:51,Kisii,shuttle,11,10.0
6767,3A,07-12-17,7:11,Rongo,Bus,49,1.0
6768,24B,07-12-17,7:10,Rongo,Bus,49,7.0
6766,5,09-03-18,10:51,Kisii,shuttle,11,10.0
6769,23B,07-12-17,7:00,Rongo,Bus,49,3.0
6766,7,09-03-18,10:51,Kisii,shuttle,11,10.0
6769,25,07-12-17,7:00,Rongo,Bus,49,3.0
6766,2,09-03-18,10:51,Kisii,shuttle,11,10.0
6766,10,09-03-18,10:51,Kisii,shuttle,11,10.0
6766,9,09-03-18,10:51,Kisii,shuttle,11,10.0
6770,24A,07-12-17,7:05,Rongo,Bus,49,19.0
6762,4,09-03-18,10:52,Kisii,shuttle,11,8.0
6771,9,09-03-18,10:50,Kisii,shuttle,11,8.0
6766,1,09-03-18,10:51,Kisii,shuttle,11,10.0
6770,23A,07-12-17,7:05,Rongo,Bus,49,19.0
6769,24A,07-12-17,7:00,Rongo,Bus,49,3.0
6771,3,09-03-18,10:50,Kisii,shuttle,11,8.0
6771,10,09-03-18,10:50,Kisii,shuttle,11,8.0
6771,6,09-03-18,10:50,Kisii,shuttle,11,8.0
6771,2,09-03-18,10:50,Kisii,shuttle,11,8.0
6771,4,09-03-18,10:50,Kisii,shuttle,11,8.0
6772,3B,07-12-17,7:08,Migori,Bus,49,5.0
6773,15B,07-12-17,7:06,Keroka,Bus,49,1.0
6771,8,09-03-18,10:50,Kisii,shuttle,11,8.0
6774,21B,07-12-17,7:04,Rongo,Bus,49,8.0
6771,7,09-03-18,10:50,Kisii,shuttle,11,8.0
6775,1X,09-03-18,10:40,Kisii,shuttle,11,10.0
6775,10,09-03-18,10:40,Kisii,shuttle,11,10.0
6775,9,09-03-18,10:40,Kisii,shuttle,11,10.0
6775,6,09-03-18,10:40,Kisii,shuttle,11,10.0
6772,6B,07-12-17,7:08,Migori,Bus,49,5.0
6776,2B,07-12-17,7:08,Rongo,Bus,49,2.0
6776,1B,07-12-17,7:08,Rongo,Bus,49,2.0
6775,2,09-03-18,10:40,Kisii,shuttle,11,10.0
6775,8,09-03-18,10:40,Kisii,shuttle,11,10.0
6772,23B,07-12-17,7:08,Migori,Bus,49,5.0
6775,7,09-03-18,10:40,Kisii,shuttle,11,10.0
6777,20B,07-12-17,7:14,Rongo,Bus,49,9.0
6772,5A,07-12-17,7:08,Migori,Bus,49,5.0
6778,3B,07-12-17,7:12,Migori,Bus,49,33.0
6775,4,09-03-18,10:40,Kisii,shuttle,11,10.0
6779,4A,07-12-17,7:09,Homa Bay,Bus,49,16.0
6780,3A,09-03-18,7:06,Kisii,Bus,49,17.0
6770,8A,07-12-17,7:05,Rongo,Bus,49,19.0
6770,7A,07-12-17,7:05,Rongo,Bus,49,19.0
6774,22B,07-12-17,7:04,Rongo,Bus,49,8.0
6777,18A,07-12-17,7:14,Rongo,Bus,49,9.0
6775,5,09-03-18,10:40,Kisii,shuttle,11,10.0
6779,8B,07-12-17,7:09,Homa Bay,Bus,49,16.0
6779,7B,07-12-17,7:09,Homa Bay,Bus,49,16.0
6775,1,09-03-18,10:40,Kisii,shuttle,11,10.0
6781,10,09-03-18,10:30,Kisii,shuttle,11,10.0
6778,5B,07-12-17,7:12,Migori,Bus,49,33.0
6779,22B,07-12-17,7:09,Homa Bay,Bus,49,16.0
6770,17A,07-12-17,7:05,Rongo,Bus,49,19.0
6778,4B,07-12-17,7:12,Migori,Bus,49,33.0
6778,9A,07-12-17,7:12,Migori,Bus,49,33.0
6781,2,09-03-18,10:30,Kisii,shuttle,11,10.0
6781,8,09-03-18,10:30,Kisii,shuttle,11,10.0
6781,4,09-03-18,10:30,Kisii,shuttle,11,10.0
6782,21A,07-12-17,7:13,Rongo,Bus,49,1.0
6781,9,09-03-18,10:30,Kisii,shuttle,11,10.0
6777,19A,07-12-17,7:14,Rongo,Bus,49,9.0
6779,14A,07-12-17,7:09,Homa Bay,Bus,49,16.0
6778,10A,07-12-17,7:12,Migori,Bus,49,33.0
6781,7,09-03-18,10:30,Kisii,shuttle,11,10.0
6781,6,09-03-18,10:30,Kisii,shuttle,11,10.0
6781,1X,09-03-18,10:30,Kisii,shuttle,11,10.0
6781,5,09-03-18,10:30,Kisii,shuttle,11,10.0
6783,3,09-03-18,10:20,Kisii,shuttle,11,10.0
6781,1,09-03-18,10:30,Kisii,shuttle,11,10.0
6783,1X,09-03-18,10:20,Kisii,shuttle,11,10.0
6783,9,09-03-18,10:20,Kisii,shuttle,11,10.0
6783,10,09-03-18,10:20,Kisii,shuttle,11,10.0
6783,8,09-03-18,10:20,Kisii,shuttle,11,10.0
6783,2,09-03-18,10:20,Kisii,shuttle,11,10.0
6783,4,09-03-18,10:20,Kisii,shuttle,11,10.0
6783,7,09-03-18,10:20,Kisii,shuttle,11,10.0
6784,9,09-03-18,10:10,Kisii,shuttle,11,11.0
6783,5,09-03-18,10:20,Kisii,shuttle,11,10.0
6783,1,09-03-18,10:20,Kisii,shuttle,11,10.0
6784,2,09-03-18,10:10,Kisii,shuttle,11,11.0
6784,10,09-03-18,10:10,Kisii,shuttle,11,11.0
6784,8,09-03-18,10:10,Kisii,shuttle,11,11.0
6784,1,09-03-18,10:10,Kisii,shuttle,11,11.0
6784,1X,09-03-18,10:10,Kisii,shuttle,11,11.0
6784,6,09-03-18,10:10,Kisii,shuttle,11,11.0
6784,3,09-03-18,10:10,Kisii,shuttle,11,11.0
6784,4,09-03-18,10:10,Kisii,shuttle,11,11.0
6784,5,09-03-18,10:10,Kisii,shuttle,11,11.0
6784,7,09-03-18,10:10,Kisii,shuttle,11,11.0
6785,10,09-03-18,10:00,Kisii,shuttle,11,11.0
6786,1A,07-12-17,7:06,Kijauri,Bus,49,7.0
6785,1,09-03-18,10:00,Kisii,shuttle,11,11.0
6785,9,09-03-18,10:00,Kisii,shuttle,11,11.0
6785,6,09-03-18,10:00,Kisii,shuttle,11,11.0
6785,3,09-03-18,10:00,Kisii,shuttle,11,11.0
6785,1X,09-03-18,10:00,Kisii,shuttle,11,11.0
6785,7,09-03-18,10:00,Kisii,shuttle,11,11.0
6785,8,09-03-18,10:00,Kisii,shuttle,11,11.0
6785,5,09-03-18,10:00,Kisii,shuttle,11,11.0
6787,24A,09-03-18,7:08,Kisii,Bus,49,7.0
6785,2,09-03-18,10:00,Kisii,shuttle,11,11.0
6785,4,09-03-18,10:00,Kisii,shuttle,11,11.0
6788,9,09-03-18,9:50,Kisii,shuttle,11,10.0
6788,3,09-03-18,9:50,Kisii,shuttle,11,10.0
6788,10,09-03-18,9:50,Kisii,shuttle,11,10.0
6788,8,09-03-18,9:50,Kisii,shuttle,11,10.0
6788,7,09-03-18,9:50,Kisii,shuttle,11,10.0
6788,6,09-03-18,9:50,Kisii,shuttle,11,10.0
6788,5,09-03-18,9:50,Kisii,shuttle,11,10.0
6788,2,09-03-18,9:50,Kisii,shuttle,11,10.0
6788,4,09-03-18,9:50,Kisii,shuttle,11,10.0
6788,1X,09-03-18,9:50,Kisii,shuttle,11,10.0
6789,1,09-03-18,9:40,Kisii,shuttle,11,11.0
6789,3,09-03-18,9:40,Kisii,shuttle,11,11.0
6789,2,09-03-18,9:40,Kisii,shuttle,11,11.0
6789,1X,09-03-18,9:40,Kisii,shuttle,11,11.0
6789,9,09-03-18,9:40,Kisii,shuttle,11,11.0
6789,10,09-03-18,9:40,Kisii,shuttle,11,11.0
6789,8,09-03-18,9:40,Kisii,shuttle,11,11.0
6789,6,09-03-18,9:40,Kisii,shuttle,11,11.0
6789,5,09-03-18,9:40,Kisii,shuttle,11,11.0
6790,1X,09-03-18,9:30,Kisii,shuttle,11,8.0
6790,1,09-03-18,9:30,Kisii,shuttle,11,8.0
6789,4,09-03-18,9:40,Kisii,shuttle,11,11.0
6789,7,09-03-18,9:40,Kisii,shuttle,11,11.0
6790,10,09-03-18,9:30,Kisii,shuttle,11,8.0
6790,6,09-03-18,9:30,Kisii,shuttle,11,8.0
6790,9,09-03-18,9:30,Kisii,shuttle,11,8.0
6790,8,09-03-18,9:30,Kisii,shuttle,11,8.0
6790,5,09-03-18,9:30,Kisii,shuttle,11,8.0
6790,7,09-03-18,9:30,Kisii,shuttle,11,8.0
6791,1,09-03-18,9:20,Kisii,shuttle,11,9.0
6791,1X,09-03-18,9:20,Kisii,shuttle,11,9.0
6791,10,09-03-18,9:20,Kisii,shuttle,11,9.0
6791,9,09-03-18,9:20,Kisii,shuttle,11,9.0
6792,9,09-03-18,9:10,Kisii,shuttle,11,11.0
6791,6,09-03-18,9:20,Kisii,shuttle,11,9.0
6792,1X,09-03-18,9:10,Kisii,shuttle,11,11.0
6791,5,09-03-18,9:20,Kisii,shuttle,11,9.0
6792,1,09-03-18,9:10,Kisii,shuttle,11,11.0
6791,7,09-03-18,9:20,Kisii,shuttle,11,9.0
6791,8,09-03-18,9:20,Kisii,shuttle,11,9.0
6791,4,09-03-18,9:20,Kisii,shuttle,11,9.0
6792,3,09-03-18,9:10,Kisii,shuttle,11,11.0
6792,7,09-03-18,9:10,Kisii,shuttle,11,11.0
6792,6,09-03-18,9:10,Kisii,shuttle,11,11.0
6792,10,09-03-18,9:10,Kisii,shuttle,11,11.0
6778,6A,07-12-17,7:12,Migori,Bus,49,33.0
6792,8,09-03-18,9:10,Kisii,shuttle,11,11.0
6792,5,09-03-18,9:10,Kisii,shuttle,11,11.0
6792,4,09-03-18,9:10,Kisii,shuttle,11,11.0
6794,2,09-03-18,9:00,Kisii,shuttle,11,11.0
6795,2,09-03-18,8:50,Kisii,shuttle,11,7.0
6792,2,09-03-18,9:10,Kisii,shuttle,11,11.0
6794,9,09-03-18,9:00,Kisii,shuttle,11,11.0
6794,3,09-03-18,9:00,Kisii,shuttle,11,11.0
6794,8,09-03-18,9:00,Kisii,shuttle,11,11.0
6794,7,09-03-18,9:00,Kisii,shuttle,11,11.0
6794,6,09-03-18,9:00,Kisii,shuttle,11,11.0
6794,5,09-03-18,9:00,Kisii,shuttle,11,11.0
6794,4,09-03-18,9:00,Kisii,shuttle,11,11.0
6794,1X,09-03-18,9:00,Kisii,shuttle,11,11.0
6794,1,09-03-18,9:00,Kisii,shuttle,11,11.0
6795,6,09-03-18,8:50,Kisii,shuttle,11,7.0
6794,10,09-03-18,9:00,Kisii,shuttle,11,11.0
6795,10,09-03-18,8:50,Kisii,shuttle,11,7.0
6795,9,09-03-18,8:50,Kisii,shuttle,11,7.0
6795,8,09-03-18,8:50,Kisii,shuttle,11,7.0
6795,4,09-03-18,8:50,Kisii,shuttle,11,7.0
6796,1X,09-03-18,8:40,Kisii,shuttle,11,5.0
6796,8,09-03-18,8:40,Kisii,shuttle,11,5.0
6796,9,09-03-18,8:40,Kisii,shuttle,11,5.0
6779,21B,07-12-17,7:09,Homa Bay,Bus,49,16.0
6796,5,09-03-18,8:40,Kisii,shuttle,11,5.0
6796,3,09-03-18,8:40,Kisii,shuttle,11,5.0
6795,1,09-03-18,8:50,Kisii,shuttle,11,7.0
6797,9,09-03-18,8:30,Kisii,shuttle,11,2.0
6798,8,09-03-18,8:20,Kisii,shuttle,11,7.0
6798,1X,09-03-18,8:20,Kisii,shuttle,11,7.0
6798,10,09-03-18,8:20,Kisii,shuttle,11,7.0
6798,9,09-03-18,8:20,Kisii,shuttle,11,7.0
6798,2,09-03-18,8:20,Kisii,shuttle,11,7.0
6798,4,09-03-18,8:20,Kisii,shuttle,11,7.0
6797,5,09-03-18,8:30,Kisii,shuttle,11,2.0
6799,9,09-03-18,8:10,Kisii,shuttle,11,11.0
6799,8,09-03-18,8:10,Kisii,shuttle,11,11.0
6799,6,09-03-18,8:10,Kisii,shuttle,11,11.0
6799,5,09-03-18,8:10,Kisii,shuttle,11,11.0
6778,9B,07-12-17,7:12,Migori,Bus,49,33.0
6798,1,09-03-18,8:20,Kisii,shuttle,11,7.0
6800,1X,09-03-18,8:00,Kisii,shuttle,11,11.0
6800,2,09-03-18,8:00,Kisii,shuttle,11,11.0
6778,6B,07-12-17,7:12,Migori,Bus,49,33.0
6800,9,09-03-18,8:00,Kisii,shuttle,11,11.0
6799,10,09-03-18,8:10,Kisii,shuttle,11,11.0
6800,10,09-03-18,8:00,Kisii,shuttle,11,11.0
6799,4,09-03-18,8:10,Kisii,shuttle,11,11.0
6799,3,09-03-18,8:10,Kisii,shuttle,11,11.0
6799,2,09-03-18,8:10,Kisii,shuttle,11,11.0
6801,10,07-12-17,6:10,Keroka,shuttle,11,6.0
6801,9,07-12-17,6:10,Keroka,shuttle,11,6.0
6801,8,07-12-17,6:10,Keroka,shuttle,11,6.0
6801,2,07-12-17,6:10,Keroka,shuttle,11,6.0
6801,1X,07-12-17,6:10,Keroka,shuttle,11,6.0
6801,1,07-12-17,6:10,Keroka,shuttle,11,6.0
6802,10,07-12-17,6:00,Keroka,shuttle,11,11.0
6802,9,07-12-17,6:00,Keroka,shuttle,11,11.0
6799,7,09-03-18,8:10,Kisii,shuttle,11,11.0
6802,8,07-12-17,6:00,Keroka,shuttle,11,11.0
6799,1X,09-03-18,8:10,Kisii,shuttle,11,11.0
6802,7,07-12-17,6:00,Keroka,shuttle,11,11.0
6802,6,07-12-17,6:00,Keroka,shuttle,11,11.0
6799,1,09-03-18,8:10,Kisii,shuttle,11,11.0
6802,5,07-12-17,6:00,Keroka,shuttle,11,11.0
6802,4,07-12-17,6:00,Keroka,shuttle,11,11.0
6802,3,07-12-17,6:00,Keroka,shuttle,11,11.0
6800,5,09-03-18,8:00,Kisii,shuttle,11,11.0
6800,4,09-03-18,8:00,Kisii,shuttle,11,11.0
6802,2,07-12-17,6:00,Keroka,shuttle,11,11.0
6802,1X,07-12-17,6:00,Keroka,shuttle,11,11.0
6802,1,07-12-17,6:00,Keroka,shuttle,11,11.0
6803,10,07-12-17,5:50,Keroka,shuttle,11,11.0
6803,9,07-12-17,5:50,Keroka,shuttle,11,11.0
6803,8,07-12-17,5:50,Keroka,shuttle,11,11.0
6803,7,07-12-17,5:50,Keroka,shuttle,11,11.0
6803,6,07-12-17,5:50,Keroka,shuttle,11,11.0
6803,5,07-12-17,5:50,Keroka,shuttle,11,11.0
6803,4,07-12-17,5:50,Keroka,shuttle,11,11.0
6803,3,07-12-17,5:50,Keroka,shuttle,11,11.0
6803,2,07-12-17,5:50,Keroka,shuttle,11,11.0
6803,1X,07-12-17,5:50,Keroka,shuttle,11,11.0
6778,5A,07-12-17,7:12,Migori,Bus,49,33.0
6803,1,07-12-17,5:50,Keroka,shuttle,11,11.0
6800,3,09-03-18,8:00,Kisii,shuttle,11,11.0
6800,8,09-03-18,8:00,Kisii,shuttle,11,11.0
6804,10,07-12-17,5:40,Keroka,shuttle,11,11.0
6804,9,07-12-17,5:40,Keroka,shuttle,11,11.0
6804,8,07-12-17,5:40,Keroka,shuttle,11,11.0
6804,7,07-12-17,5:40,Keroka,shuttle,11,11.0
6804,6,07-12-17,5:40,Keroka,shuttle,11,11.0
6804,5,07-12-17,5:40,Keroka,shuttle,11,11.0
6804,4,07-12-17,5:40,Keroka,shuttle,11,11.0
6804,3,07-12-17,5:40,Keroka,shuttle,11,11.0
6779,23A,07-12-17,7:09,Homa Bay,Bus,49,16.0
6804,2,07-12-17,5:40,Keroka,shuttle,11,11.0
6804,1X,07-12-17,5:40,Keroka,shuttle,11,11.0
6804,1,07-12-17,5:40,Keroka,shuttle,11,11.0
6800,7,09-03-18,8:00,Kisii,shuttle,11,11.0
6800,6,09-03-18,8:00,Kisii,shuttle,11,11.0
6779,22A,07-12-17,7:09,Homa Bay,Bus,49,16.0
6800,1,09-03-18,8:00,Kisii,shuttle,11,11.0
6779,19B,07-12-17,7:09,Homa Bay,Bus,49,16.0
6805,2,09-03-18,7:50,Kisii,shuttle,11,10.0
6805,3,09-03-18,7:50,Kisii,shuttle,11,10.0
6779,18B,07-12-17,7:09,Homa Bay,Bus,49,16.0
6805,6,09-03-18,7:50,Kisii,shuttle,11,10.0
6806,23A,07-12-17,7:15,Migori,Bus,49,31.0
6779,20B,07-12-17,7:09,Homa Bay,Bus,49,16.0
6805,4,09-03-18,7:50,Kisii,shuttle,11,10.0
6805,5,09-03-18,7:50,Kisii,shuttle,11,10.0
6805,9,09-03-18,7:50,Kisii,shuttle,11,10.0
6805,10,09-03-18,7:50,Kisii,shuttle,11,10.0
6805,8,09-03-18,7:50,Kisii,shuttle,11,10.0
6807,22A,09-03-18,7:03,Kisii,Bus,49,11.0
6807,18A,09-03-18,7:03,Kisii,Bus,49,11.0
6805,7,09-03-18,7:50,Kisii,shuttle,11,10.0
6805,1X,09-03-18,7:50,Kisii,shuttle,11,10.0
6808,3,09-03-18,7:40,Kisii,shuttle,11,11.0
6807,13B,09-03-18,7:03,Kisii,Bus,49,11.0
6808,6,09-03-18,7:40,Kisii,shuttle,11,11.0
6808,2,09-03-18,7:40,Kisii,shuttle,11,11.0
6807,17B,09-03-18,7:03,Kisii,Bus,49,11.0
6808,1X,09-03-18,7:40,Kisii,shuttle,11,11.0
6808,1,09-03-18,7:40,Kisii,shuttle,11,11.0
6807,19A,09-03-18,7:03,Kisii,Bus,49,11.0
6807,11B,09-03-18,7:03,Kisii,Bus,49,11.0
6808,5,09-03-18,7:40,Kisii,shuttle,11,11.0
6806,24B,07-12-17,7:15,Migori,Bus,49,31.0
6807,9B,09-03-18,7:03,Kisii,Bus,49,11.0
6807,7B,09-03-18,7:03,Kisii,Bus,49,11.0
6808,10,09-03-18,7:40,Kisii,shuttle,11,11.0
6808,9,09-03-18,7:40,Kisii,shuttle,11,11.0
6808,8,09-03-18,7:40,Kisii,shuttle,11,11.0
6807,14A,09-03-18,7:03,Kisii,Bus,49,11.0
6807,6A,09-03-18,7:03,Kisii,Bus,49,11.0
6807,1B,09-03-18,7:03,Kisii,Bus,49,11.0
6777,24B,07-12-17,7:14,Rongo,Bus,49,9.0
6808,4,09-03-18,7:40,Kisii,shuttle,11,11.0
6808,7,09-03-18,7:40,Kisii,shuttle,11,11.0
6809,10,09-03-18,7:30,Kisii,shuttle,11,10.0
6787,24B,09-03-18,7:08,Kisii,Bus,49,7.0
6809,7,09-03-18,7:30,Kisii,shuttle,11,10.0
6810,3,07-12-17,8:50,Kijauri,shuttle,11,2.0
6809,6,09-03-18,7:30,Kisii,shuttle,11,10.0
6809,1,09-03-18,7:30,Kisii,shuttle,11,10.0
6809,9,09-03-18,7:30,Kisii,shuttle,11,10.0
6809,1X,09-03-18,7:30,Kisii,shuttle,11,10.0
6787,22A,09-03-18,7:08,Kisii,Bus,49,7.0
6787,23A,09-03-18,7:08,Kisii,Bus,49,7.0
6809,3,09-03-18,7:30,Kisii,shuttle,11,10.0
6809,2,09-03-18,7:30,Kisii,shuttle,11,10.0
6810,2,07-12-17,8:50,Kijauri,shuttle,11,2.0
6809,8,09-03-18,7:30,Kisii,shuttle,11,10.0
6778,10B,07-12-17,7:12,Migori,Bus,49,33.0
6778,1A,07-12-17,7:12,Migori,Bus,49,33.0
6809,4,09-03-18,7:30,Kisii,shuttle,11,10.0
6787,19B,09-03-18,7:08,Kisii,Bus,49,7.0
6811,3,09-03-18,7:20,Kisii,shuttle,11,10.0
6811,10,09-03-18,7:20,Kisii,shuttle,11,10.0
6811,9,09-03-18,7:20,Kisii,shuttle,11,10.0
6811,1,09-03-18,7:20,Kisii,shuttle,11,10.0
6811,2,09-03-18,7:20,Kisii,shuttle,11,10.0
6811,8,09-03-18,7:20,Kisii,shuttle,11,10.0
6778,1B,07-12-17,7:12,Migori,Bus,49,33.0
6787,17B,09-03-18,7:08,Kisii,Bus,49,7.0
6787,18A,09-03-18,7:08,Kisii,Bus,49,7.0
6811,6,09-03-18,7:20,Kisii,shuttle,11,10.0
6778,21A,07-12-17,7:12,Migori,Bus,49,33.0
6811,5,09-03-18,7:20,Kisii,shuttle,11,10.0
6811,7,09-03-18,7:20,Kisii,shuttle,11,10.0
6811,4,09-03-18,7:20,Kisii,shuttle,11,10.0
6812,1X,09-03-18,6:58,Kisii,shuttle,11,8.0
6812,9,09-03-18,6:58,Kisii,shuttle,11,8.0
6812,8,09-03-18,6:58,Kisii,shuttle,11,8.0
6778,12A,07-12-17,7:12,Migori,Bus,49,33.0
6812,3,09-03-18,6:58,Kisii,shuttle,11,8.0
6812,2,09-03-18,6:58,Kisii,shuttle,11,8.0
6778,2A,07-12-17,7:12,Migori,Bus,49,33.0
6778,12B,07-12-17,7:12,Migori,Bus,49,33.0
6812,10,09-03-18,6:58,Kisii,shuttle,11,8.0
6812,1,09-03-18,6:58,Kisii,shuttle,11,8.0
6812,4,09-03-18,6:58,Kisii,shuttle,11,8.0
6813,1X,09-03-18,7:00,Kisii,shuttle,11,9.0
6813,2,09-03-18,7:00,Kisii,shuttle,11,9.0
6813,10,09-03-18,7:00,Kisii,shuttle,11,9.0
6813,9,09-03-18,7:00,Kisii,shuttle,11,9.0
6780,22A,09-03-18,7:06,Kisii,Bus,49,17.0
6780,25,09-03-18,7:06,Kisii,Bus,49,17.0
6780,21A,09-03-18,7:06,Kisii,Bus,49,17.0
6813,7,09-03-18,7:00,Kisii,shuttle,11,9.0
6813,1,09-03-18,7:00,Kisii,shuttle,11,9.0
6813,8,09-03-18,7:00,Kisii,shuttle,11,9.0
6813,6,09-03-18,7:00,Kisii,shuttle,11,9.0
6813,4,09-03-18,7:00,Kisii,shuttle,11,9.0
6814,9,09-03-18,6:50,Kisii,shuttle,11,9.0
6780,21B,09-03-18,7:06,Kisii,Bus,49,17.0
6780,8B,09-03-18,7:06,Kisii,Bus,49,17.0
6780,7B,09-03-18,7:06,Kisii,Bus,49,17.0
6814,10,09-03-18,6:50,Kisii,shuttle,11,9.0
6815,10,07-12-17,8:10,Kijauri,shuttle,11,1.0
6780,22B,09-03-18,7:06,Kisii,Bus,49,17.0
6814,8,09-03-18,6:50,Kisii,shuttle,11,9.0
6814,1X,09-03-18,6:50,Kisii,shuttle,11,9.0
6814,3,09-03-18,6:50,Kisii,shuttle,11,9.0
6814,2,09-03-18,6:50,Kisii,shuttle,11,9.0
6814,4,09-03-18,6:50,Kisii,shuttle,11,9.0
6778,18B,07-12-17,7:12,Migori,Bus,49,33.0
6780,19B,09-03-18,7:06,Kisii,Bus,49,17.0
6780,20B,09-03-18,7:06,Kisii,Bus,49,17.0
6778,19A,07-12-17,7:12,Migori,Bus,49,33.0
6780,18B,09-03-18,7:06,Kisii,Bus,49,17.0
6780,17B,09-03-18,7:06,Kisii,Bus,49,17.0
6780,12B,09-03-18,7:06,Kisii,Bus,49,17.0
6780,11B,09-03-18,7:06,Kisii,Bus,49,17.0
6814,7,09-03-18,6:50,Kisii,shuttle,11,9.0
6814,6,09-03-18,6:50,Kisii,shuttle,11,9.0
6816,9,09-03-18,6:40,Kisii,shuttle,11,8.0
6817,5,07-12-17,7:20,Kijauri,shuttle,11,2.0
6816,10,09-03-18,6:40,Kisii,shuttle,11,8.0
6816,6,09-03-18,6:40,Kisii,shuttle,11,8.0
6816,4,09-03-18,6:40,Kisii,shuttle,11,8.0
6816,3,09-03-18,6:40,Kisii,shuttle,11,8.0
6816,8,09-03-18,6:40,Kisii,shuttle,11,8.0
